,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
49043,49043,2TX3C0ipr67rySYtX1TWNA,Gunz For Hire,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Swagger - Digital Punk Remix,0,274063,False,0.519,0.995,6,-2.569,0,0.416,0.0172,1.46e-06,0.685,0.105,154.934,4,hardstyle,Energetic
49044,49044,4pZHTACwalMScYknlHyzFQ,Sound Rush,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Breaking Boundaries (The Qontinent Anthem 2022),0,294197,False,0.263,0.935,11,-3.964,0,0.305,0.00257,1.07e-06,0.207,0.229,154.641,4,hardstyle,Energetic
49045,49045,0KWl423odZdvA8anUROMba,Adaro;Outbreak;Level One,Harder Stylez: We Love The Bass,Party Medicine - Level One Remix Radio Edit,0,171870,False,0.539,0.934,7,-2.059,0,0.11,0.182,0.000317,0.931,0.506,155.082,4,hardstyle,Energetic
49046,49046,6xwbL4CNsZI91ODpevixwS,Adaro;Kronos,Harder Stylez: We Love The Bass,Kings of the Beat - Radio Edit,0,221903,False,0.581,0.976,10,-3.416,0,0.145,0.0147,9.31e-05,0.519,0.443,155.021,4,hardstyle,Energetic
95546,95546,6HT2E5uAEOJLVzkdOXY6pU,Ismael Rivera Y Sus Cachimbos,Era Salsa para Bailar,De Colores,0,169586,False,0.492,0.765,2,-4.661,0,0.107,0.695,0.00142,0.645,0.96,133.489,4,salsa,Happy
49048,49048,4RUVD3blQ7zUtKjLgXa0bL,Gunz For Hire,Harder Stylez: We Love The Bass,Pussy Lovers - Gunz Pumping Remix Radio Edit,0,312838,True,0.573,0.966,7,-2.693,1,0.289,0.00659,0.0,0.11,0.104,154.96,4,hardstyle,Energetic
78117,78117,4sAqdPUG9RkPWLWnCXxuk7,Tobee,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,Mallorca Kinder,0,202715,False,0.577,0.997,7,-2.23,1,0.144,0.0241,0.0,0.387,0.333,133.966,3,party,Energetic
78119,78119,5So7fa1VDWpsQaSRnS16H3,Peter Wackel;Chriss Tuxi,Best Of Karneval,Joana,0,204386,False,0.763,0.906,2,-4.856,1,0.0336,0.174,1.35e-06,0.176,0.961,126.043,4,party,Happy
78169,78169,6NcruLjcmzmgwwpW09HXzT,Almklausi;Specktakel,Après Ski Megahits 2023,Mama Laudaaa - Apres Ski Edition,0,215976,False,0.614,0.974,11,-2.153,1,0.102,0.199,0.0,0.358,0.896,140.027,4,party,Energetic
78140,78140,4Drlsy6WwvYGqWIPIS012H,Die Draufgänger,Best Of Karneval,Cordula Grün,0,190000,False,0.841,0.759,10,-4.596,1,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party,Happy
78142,78142,2Mcim2nWa9zGkW1vWWdp3S,Die Draufgänger;Lorenz Büffel,Ernte 2k23,Johnny Deere,0,226253,False,0.793,0.737,5,-3.268,0,0.109,0.182,0.0,0.0592,0.664,132.0,4,party,Happy
78144,78144,70QbtFV095ac2eQXJAgr8e,Jürgen Drews;Matthias Reim,Karneval 2022 100%,Ich bau dir ein Schloss,0,186946,False,0.678,0.995,3,-4.599,1,0.0681,0.076,0.0,0.379,0.742,130.013,4,party,Energetic
78145,78145,4tifWCOacnfT3xbQr06UQ0,Jürgen Drews;Ben Zucker,Best Of Karneval,Ein Bett im Kornfeld,0,179440,False,0.641,0.928,4,-3.882,1,0.0506,0.0345,0.0,0.144,0.839,117.981,4,party,Energetic
78146,78146,1tjLOQjUVAXbJFp1ZwBPXc,Die Draufgänger;Ikke Hüftgold,Ballermann Hits Party 2023,Rapunzel,0,173510,False,0.643,0.857,5,-4.218,1,0.0294,0.123,0.0,0.531,0.698,123.009,4,party,Happy
78147,78147,6erBhUosJ1tuRR1H8UpSyJ,Die Draufgänger;Stefan Rauch;DJ Robin,Ballermann Hits Party 2023,"Landjugend (Baby, i bin von der...) - DJ Robin Remix",0,192000,False,0.665,0.944,11,-3.664,1,0.199,0.0409,0.0,0.292,0.662,130.011,4,party,Energetic
78148,78148,0gbTWyqIQXC93BTXxmAveK,Jürgen Drews,Karneval Klassiker,Irgendwann irgendwo irgendwie - seh'n wir uns wieder - Remastered 2017,0,245426,False,0.671,0.98,0,-3.769,1,0.0424,0.00686,0.000199,0.0852,0.868,124.009,4,party,Energetic
78149,78149,5mY3UCVhLzKlOmLvKEWKgj,Jürgen Drews,Ballermann Hits Party 2023,Was einmal war das kommt nie wieder,0,190847,False,0.659,0.975,5,-2.704,1,0.0356,0.0295,0.0,0.254,0.768,130.012,4,party,Energetic
68365,68365,6hqeoMeHQfrNiyYmuUMs6T,Brytiago;Jhayco,Perreo Tenebroso Vol. 2,Dispo,0,198813,False,0.877,0.661,11,-6.254,0,0.0998,0.274,0.0,0.0854,0.434,89.998,4,latino,Happy
68363,68363,1hMNK2NJhojDWX8E70w8DN,Cali Y El Dandee;Sebastian Yatra,Hora del taco sin auto,Locura,0,209440,False,0.758,0.778,8,-3.562,1,0.0657,0.0806,0.0,0.198,0.532,92.983,4,latino,Happy
68361,68361,5Ct6xnkAQJ7lZXp7vHM8uF,Chris Jedi;Ozuna;Brytiago,Perreo Tenebroso Vol. 4,Bipolar,0,220080,False,0.782,0.697,1,-5.85,1,0.0618,0.32,0.0,0.144,0.416,76.031,4,latino,Happy
78157,78157,07DUduE5T1kAlkIU7Hjv3Z,Pazoo;NoooN;Hello Ellie,Layla sitzt dicht im Flieger,Dubi Dam Dam,0,126428,False,0.708,0.928,0,-6.034,1,0.0326,0.0033,0.000135,0.334,0.903,140.022,4,party,Happy
68347,68347,25WU3f3gv6ATdPtSG5cybu,Don Omar;Juan Magán,Perreo Tenebroso Vol. 4,No Sigue Modas Aka Ella No Sigue Modas,0,232000,False,0.685,0.862,0,-4.611,1,0.0627,0.00757,0.0014,0.0226,0.884,128.032,4,latino,Energetic
68346,68346,3bvSoEdHqhDv5jmIP0qfIo,Brray,Homecoming Latin Party,Bichotes Con Clase,0,193400,True,0.786,0.825,1,-5.191,0,0.259,0.0872,0.00327,0.147,0.752,180.026,4,latino,Happy
78161,78161,0QCnCDbCCnKBDzOIYAoIHB,Almklausi;Kings of Günter;DJ Heini,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,Ich war noch niemals auf Mallorca,0,190203,False,0.64,0.989,4,-3.042,0,0.13,0.0386,0.0,0.974,0.875,138.037,4,party,Energetic
78162,78162,36C3lzNUUBzMZvMmLMXbPG,Höhner,Karneval 2022 100%,Echte Fründe - Remake '97,0,144253,False,0.64,0.902,5,-3.943,1,0.0365,0.0356,0.000467,0.241,0.941,127.019,4,party,Happy
68345,68345,6p5xqRlCrUcRLoK3YC9ldV,Don Omar,Homecoming Latin Party,Salió El Sol,0,317280,False,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,latino,Happy
78166,78166,1elmFshJhXyCdWJBvHQlgd,Höhner,Best Of Karneval,Liebchen,0,197893,False,0.585,0.881,5,-4.29,1,0.0517,0.0338,0.0,0.248,0.944,133.908,4,party,Happy
68342,68342,21Rm35JATSSdA41rl7Qf8V,Don Omar;Zion & Lennox,Carrete con besties,Te Quiero Pa´Mi,0,212026,False,0.765,0.816,1,-3.99,1,0.0595,0.124,8.19e-05,0.197,0.624,89.005,4,latino,Happy
78168,78168,3xQo2WhHCTlAuzNwwT5DDA,Höhner,Best Of Karneval,Lust auf Leben,0,174933,False,0.671,0.886,5,-4.79,1,0.0407,0.452,0.0,0.154,0.886,127.955,4,party,Happy
78141,78141,6JUhZLwHTWMu2yioKW9Cyg,Die Draufgänger,Layla sitzt dicht im Flieger,Cordula Grün,0,190000,False,0.841,0.759,10,-4.596,1,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party,Happy
78139,78139,3gKH5ftmXU42WxbLJtk1DI,Die Draufgänger,Ernte 2k23,Cordula Grün,0,190000,False,0.841,0.759,10,-4.596,1,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party,Happy
78120,78120,649vO1mEReTgyyUEsjJmHy,Bierkapitän;Andy Luxx;Dj Aaron,Ballermann Hits Party 2023,Lea,0,159374,False,0.66,0.977,6,-2.232,0,0.0579,0.0278,0.0,0.337,0.771,140.013,4,party,Energetic
78138,78138,74lkEoeMNoDY8k9e81GZOU,Jürgen Drews;Matthias Reim,Best Of Karneval,Ich bau dir ein Schloss,0,186946,False,0.678,0.995,3,-4.599,1,0.0681,0.076,0.0,0.379,0.742,130.013,4,party,Energetic
78121,78121,4rbGx9YrJdivpcZIYryZiX,Tobee,Ballermann Party Hits Megamix 2022.2,Mallorca Kinder,0,202715,False,0.577,0.997,7,-2.23,1,0.144,0.0241,0.0,0.387,0.333,133.966,3,party,Energetic
78122,78122,6rXn4Pm2CXg2RRxPvdLZHz,Peter Wackel,Après Ski Megahits 2023,Ich verkaufe meinen Körper,0,193106,False,0.694,0.997,8,-2.362,0,0.235,0.0806,0.0,0.283,0.335,139.953,4,party,Energetic
78123,78123,3fntRsNJJClNeiggls3B88,Bierkapitän,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,Schere Stein paar Bier (Schnick Schnack Schluck),0,183698,False,0.688,0.983,7,-3.336,0,0.0989,0.0309,1.2e-06,0.807,0.713,145.966,4,party,Energetic
78124,78124,1rtjZVYQOGcQj5KVBeSB8N,Micha von der Rampe,Ballermann Hits Party 2023,"Geil man, Wochenende",0,129931,False,0.767,0.944,0,-4.07,1,0.116,0.148,0.0,0.0896,0.614,145.032,4,party,Energetic
78125,78125,0NaNzUwgo22RgGAzt9fFwn,Peter Wackel,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,Ich bin morgens immer müde,0,215651,False,0.67,0.983,3,-2.052,0,0.0779,0.0067,0.0,0.0223,0.822,134.044,4,party,Energetic
78126,78126,78UPFL0bdiooH4UiwJ1KhM,Peter Wackel,Ballermann Party Hits Megamix 2022.2,Ich bin morgens immer müde,0,215651,False,0.67,0.983,3,-2.052,0,0.0779,0.0067,0.0,0.0223,0.822,134.044,4,party,Energetic
78127,78127,10soKKGdWuuh0fHueyA1Nj,Die Draufgänger;Ikke Hüftgold,Best Of Karneval,Rapunzel,0,173510,False,0.643,0.857,5,-4.218,1,0.0294,0.123,0.0,0.531,0.698,123.009,4,party,Happy
78128,78128,4BRzO5No6i3ax8uQYP6zuY,Die Draufgänger;Ikke Hüftgold,Karneval 2022 100%,Rapunzel,0,173510,False,0.643,0.857,5,-4.218,1,0.0294,0.123,0.0,0.531,0.698,123.009,4,party,Happy
78129,78129,1MCslHrdbvTmhJr9La6sCe,Peter Wackel,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,An der Theke,0,172187,False,0.652,0.97,1,-2.76,1,0.0764,0.0123,0.0,0.0582,0.805,127.971,4,party,Energetic
78130,78130,6Q6FQBJSUNkMKnrt7BZo4E,Bierkapitän;Markus Becker;Würzbuam,Après Ski Fussball Party 2022 - Wir feiern auf den Hütten,Bierkapitän - Hüttenstyle Version,0,208000,False,0.683,0.963,6,-2.245,0,0.241,0.0389,0.0,0.355,0.717,139.948,4,party,Energetic
78131,78131,0boSnwCGbhg6uftiwENeG8,Die Draufgänger,Karneval 2022 100%,Marie,0,200314,False,0.755,0.843,0,-5.001,1,0.0544,0.0548,0.0,0.176,0.708,131.971,4,party,Happy
78132,78132,02Yq5yPG7j7QylbZiVmJJI,Tobee,Après Ski Fussball Party 2022 - Wir feiern auf den Hütten,Weltmeister werden wir in diesem Jahr,0,176960,False,0.663,0.996,8,-1.995,0,0.114,0.0737,0.0,0.963,0.926,137.965,4,party,Energetic
78133,78133,3chQ0eFCHmha6yG0oezrx9,Die Draufgänger,Best Of Karneval,Marie,0,200314,False,0.755,0.843,0,-5.001,1,0.0544,0.0548,0.0,0.176,0.708,131.971,4,party,Happy
68367,68367,0DHBe3RkyM9V4InBW7DZqS,Chris Jedi;J Balvin;Ozuna;Arcangel,En la nada,Ahora Dice,0,270493,False,0.704,0.691,6,-5.414,1,0.158,0.255,0.0,0.129,0.427,143.982,4,latino,Happy
49487,49487,1kvyCw1FK7nUGlXK6iy6wj,Scabtik,Harder Stylez: We Love The Bass,Lock It,0,178838,False,0.447,0.938,1,-4.427,1,0.229,0.0137,0.00112,0.333,0.127,154.937,3,hardstyle,Energetic
78135,78135,5zIirF26uo4nQihFHhSkDf,Jürgen Drews;Matthias Reim,Karneval Klassiker,Ich bau dir ein Schloss,0,186946,False,0.678,0.995,3,-4.599,1,0.0681,0.076,0.0,0.379,0.742,130.013,4,party,Energetic
78136,78136,1RvhC99ETQs4xJm1ITmiic,Die Draufgänger,Karneval 2022 100%,Cordula Grün,0,190000,False,0.841,0.759,10,-4.596,1,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party,Happy
49494,49494,7EB323LuJZKBBIiIelbIms,Scabtik,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Lock It,0,178838,False,0.447,0.938,1,-4.427,1,0.229,0.0137,0.00112,0.333,0.127,154.937,3,hardstyle,Energetic
78137,78137,1jYKgP8CnKUvkXUsqhdDwq,Die Draufgänger,Karneval Klassiker,Cordula Grün,0,190000,False,0.841,0.759,10,-4.596,1,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party,Happy
68292,68292,6TzrZUKi2XFvGIBzqMGR7e,Don Omar,Esto me suena a Farra,Guaya Guaya,0,194013,False,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,latino,Energetic
68291,68291,5pduJpTDrTl81KH8msHDIq,Don Omar;Alexis y Fido,Hora del taco sin auto,No Te Vayas,0,238346,False,0.635,0.731,10,-5.703,1,0.06,0.163,7.61e-06,0.0874,0.611,187.997,4,latino,Happy
78276,78276,4snHNGkAeIxLrib9kCoemI,Deejay Matze,Ballermann Party Hits Megamix 2022.2,Wir machen Party,0,189998,False,0.77,0.9,7,-2.07,0,0.102,0.145,0.0,0.224,0.598,136.059,4,party,Energetic
95031,95031,3wF2PO03RUu386RXfJyorg,Tito Nieves,Ritmo Bonito,De Mí Enamórate,0,312000,False,0.456,0.922,2,-3.413,0,0.038,0.714,1.99e-05,0.0849,0.712,94.379,4,salsa,Energetic
95029,95029,3Qz9U818hhJTrK169zY9NL,Grupo Niche,La navidad es todo aquello que nos hace recordar...,Cali Pachanguero,0,244200,False,0.655,0.728,0,-11.714,0,0.0321,0.752,0.00188,0.609,0.966,96.385,4,salsa,Happy
95028,95028,3XqWYWWK14fn0QDGUJyOe0,Eddie Santiago,Ritmo Bonito,Tú Me Haces Falta,0,279173,False,0.626,0.88,2,-2.935,1,0.0308,0.195,7.46e-05,0.208,0.908,161.639,4,salsa,Happy
95027,95027,7bKvcdYHjlYNTnwASIMzR2,Frankie Ruiz,Salsa x siempre,La Rueda,0,385826,False,0.702,0.856,5,-4.698,1,0.0351,0.458,1.74e-05,0.0796,0.917,103.06,4,salsa,Happy
95026,95026,66O587TpO3Kc3q5XYpg7Dj,La Sonora Dinamita;Dr. Shenka,Ya huele a buñuelos,Hechicería,0,216653,False,0.626,0.749,4,-3.044,0,0.167,0.213,0.0,0.0866,0.494,193.937,4,salsa,Happy
95025,95025,1eMCfzrgOLeZEyu4PDD6Nq,Frankie Ruiz,Salsa x siempre,La Cura,0,297026,False,0.801,0.631,4,-6.958,0,0.0399,0.697,0.000103,0.0481,0.885,92.528,4,salsa,Happy
95024,95024,2LNNg3Vt1nmsRNGAeuLCYc,Tito Nieves,Ritmo Bonito,El Amor Más Bonito,0,270573,False,0.49,0.863,0,-4.979,1,0.0386,0.465,1.58e-05,0.0715,0.942,93.923,4,salsa,Happy
95023,95023,2tIssuwKoNNRH4cIx1HgbJ,Celia Cruz,Era Salsa para Bailar,La Guagua,0,340440,False,0.741,0.638,5,-10.418,0,0.0605,0.571,0.00177,0.0619,0.85,115.074,4,salsa,Happy
95022,95022,6vtIu6qxkHwskcY4LG1GbO,Oscar D'León,Era Salsa para Bailar,Lloraras,0,222200,False,0.708,0.751,9,-8.368,1,0.0452,0.517,0.000717,0.0445,0.962,96.994,4,salsa,Happy
95021,95021,3BpAJmSlThgkxBmzKzJHX0,Frankie Ruiz,La navidad es todo aquello que nos hace recordar...,Tú Con Él,0,302093,False,0.823,0.779,7,-5.943,1,0.0492,0.201,0.00019,0.175,0.96,95.484,4,salsa,Happy
95020,95020,1CViRjGVbmGsahWChbHlHG,La Sonora Dinamita;Mariana Seoane,Cumbia x siempre,Escándalo,0,278133,False,0.805,0.787,5,-3.967,1,0.0326,0.402,0.000464,0.0473,0.729,103.512,4,salsa,Happy
95019,95019,4HhPcoQaZ8Qo0GPalXWUIC,Celia Cruz,Ya huele a buñuelos,Que Le Den Candela,0,232573,False,0.875,0.711,0,-10.999,1,0.0518,0.489,0.000524,0.0687,0.906,103.398,4,salsa,Happy
95018,95018,1ZLrIekMnYpQVXgf8Tcp1G,LA INDIA,Salsa x siempre,Mi Mayor Venganza,0,317373,False,0.595,0.762,7,-6.929,1,0.0572,0.527,2.07e-05,0.237,0.715,170.005,4,salsa,Happy
95017,95017,1VI5OuEtgJC9w284xnSL3O,Frankie Ruiz,Carrete familiar,Desnúdate Mujer,0,289373,False,0.661,0.849,7,-4.315,1,0.033,0.355,1.22e-05,0.31,0.931,99.266,4,salsa,Happy
95016,95016,0jv0k84UAg2A1OvODXehiT,Grupo Niche,Ya huele a buñuelos,Cali Pachanguero,0,244200,False,0.655,0.728,0,-11.714,0,0.0321,0.752,0.00188,0.609,0.966,96.385,4,salsa,Happy
95015,95015,7LHzKDiYRYPN8ljkAsG5CK,Eddie Santiago,Ritmo Bonito,Lluvia,0,296040,False,0.656,0.852,5,-4.857,0,0.0359,0.397,5.34e-05,0.0834,0.802,165.094,4,salsa,Happy
95014,95014,6dzfdwY6A6yAj81seRzgsQ,Celia Cruz,Era Salsa para Bailar,Azúcar Negra,0,187240,False,0.857,0.604,6,-10.529,0,0.0688,0.486,0.00618,0.0599,0.917,103.841,4,salsa,Happy
95013,95013,03Jgntvn5xCgYgzfqyye6a,Frankie Ruiz,Ritmo Bonito,Desnúdate Mujer,0,289373,False,0.661,0.849,7,-4.315,1,0.033,0.355,1.22e-05,0.31,0.931,99.266,4,salsa,Happy
95012,95012,3u2z86ZGcecgnAahkmjrE3,Tito Nieves,Ritmo Bonito,Tuyo,0,292653,False,0.812,0.589,3,-8.713,1,0.0362,0.522,0.0,0.0607,0.916,104.023,4,salsa,Happy
95011,95011,5etF7zlZoUTl7HpDo7JsRm,Frankie Ruiz,Ritmo Bonito,La Rueda,0,385826,False,0.702,0.856,5,-4.698,1,0.0351,0.458,1.74e-05,0.0796,0.917,103.06,4,salsa,Happy
95030,95030,3WSnPnf1DmclgjVO8WHSal,Eddie Santiago,Ritmo Bonito,Cada Vez Otra Vez,0,299600,False,0.691,0.654,0,-7.604,1,0.0402,0.676,0.000445,0.0696,0.876,178.517,4,salsa,Happy
95033,95033,2MAdX6d9ugqrggFJlmpO2P,Oscar D'León,Carrete familiar,Que Bueno Baila Usted,0,216421,False,0.816,0.785,10,-5.415,1,0.043,0.459,6.1e-06,0.154,0.968,92.815,4,salsa,Happy
95009,95009,7IFONpsIyEPr43Lio8beUv,Frankie Ruiz,Ritmo Bonito,Tú Con Él,0,302093,False,0.823,0.779,7,-5.943,1,0.0492,0.201,0.00019,0.175,0.96,95.484,4,salsa,Happy
95034,95034,2LXv3VrS5SDojeGNZjbGAa,La Sonora Dinamita;El Dasa,La navidad es todo aquello que nos hace recordar...,La Suavecita,0,236400,False,0.82,0.792,5,-3.336,1,0.034,0.384,1.14e-06,0.132,0.882,97.019,4,salsa,Happy
95067,95067,4A3mQ1pBPiuq95ch6DLy4q,Tony Vega,Ritmo Bonito,Esa Mujer,0,314493,False,0.608,0.75,10,-5.807,0,0.0417,0.247,4.6e-05,0.0716,0.925,175.735,4,salsa,Happy
95066,95066,5aNsni89ydHyMPMhOTULM9,Lalo Rodriguez,Carrete familiar,Después De Hacer El Amor,0,275666,False,0.699,0.701,9,-5.024,0,0.043,0.802,0.000222,0.213,0.881,94.091,4,salsa,Happy
95064,95064,4lNeLiwxBC6J9kJxUtJLxh,Oscar D'León,Salsa x siempre,Lloraras,0,222200,False,0.708,0.751,9,-8.368,1,0.0452,0.517,0.000717,0.0445,0.962,96.994,4,salsa,Happy
95063,95063,3I6T5KLBs4qfj1l0Z2tQsd,Lalo Rodriguez,Era Salsa para Bailar,Ven Devórame Otra Vez,0,314013,False,0.704,0.719,5,-5.353,0,0.0363,0.633,0.000147,0.313,0.961,84.417,4,salsa,Happy
95059,95059,1cljqIpqVclOzZBG4jWiTm,Tony Vega,Ritmo Bonito,Ella Es,0,302986,False,0.483,0.843,5,-9.476,0,0.0338,0.279,0.0,0.0671,0.961,99.359,4,salsa,Happy
95049,95049,5F6yFRSg4zp0PTWqwjVmcm,Tito Nieves,Ritmo Bonito,Fabricando Fantasías - Salsa Version,0,272266,False,0.726,0.857,9,-3.264,1,0.0424,0.243,0.0,0.108,0.928,90.74,4,salsa,Happy
95048,95048,4uglHowK5fxkjxltXlP7WS,Tito Nieves,Salsa x siempre,Fabricando Fantasías - Salsa Version,0,272266,False,0.726,0.857,9,-3.264,1,0.0424,0.243,0.0,0.108,0.928,90.74,4,salsa,Happy
95047,95047,3UDm2GOkW1zA4ELGlFUj7z,Tito Nieves,Era Salsa para Bailar,El Amor Más Bonito,0,270573,False,0.49,0.863,0,-4.979,1,0.0386,0.465,1.58e-05,0.0715,0.942,93.923,4,salsa,Happy
95046,95046,1sezuK67cG1B8hdlWdgk0o,Tito Nieves,Salsa x siempre,El Amor Más Bonito,0,270573,False,0.49,0.863,0,-4.979,1,0.0386,0.465,1.58e-05,0.0715,0.942,93.923,4,salsa,Happy
95045,95045,2AzYYDoIRKkshDKLYdBMhO,Eddie Santiago,Salsa x siempre,Cada Vez Otra Vez,0,299600,False,0.691,0.654,0,-7.604,1,0.0402,0.676,0.000445,0.0696,0.876,178.517,4,salsa,Happy
95044,95044,5HbUAqvplojQG6BBAP1zXw,Tito Nieves,Salsa x siempre,Más Que Tu Amigo,0,252026,False,0.732,0.838,8,-4.081,1,0.0332,0.548,0.0,0.0905,0.851,102.649,4,salsa,Happy
95043,95043,3zccs0F6ZfNsbcNxkSFs6k,Eddie Santiago,La navidad es todo aquello que nos hace recordar...,Tú Me Haces Falta,0,279173,False,0.626,0.88,2,-2.935,1,0.0308,0.195,7.46e-05,0.208,0.908,161.639,4,salsa,Happy
95042,95042,0gPPFft6wERhCLRhYbr4z6,Celia Cruz,La navidad es todo aquello que nos hace recordar...,La Vida Es Un Carnaval,0,278866,False,0.814,0.701,0,-6.508,0,0.0703,0.489,0.00116,0.294,0.856,104.029,4,salsa,Happy
95041,95041,3xV4RVc97G9kseX9gWmRg8,Eddie Santiago,Carrete familiar,Tú Me Quemas,0,299480,False,0.736,0.843,5,-2.383,0,0.0427,0.486,0.0,0.048,0.907,171.183,4,salsa,Happy
95040,95040,0ulqEF2JtDGDa1yjWvy7tI,La Sonora Dinamita;Playa Limbo,Cumbia x siempre,Que Nadie Sepa Mi Sufrir,0,245960,False,0.78,0.751,4,-5.126,0,0.0471,0.31,9.09e-06,0.0519,0.691,105.017,4,salsa,Happy
95038,95038,51CogCuLh4pXPvfVLst4Da,Celia Cruz,La navidad es todo aquello que nos hace recordar...,Que Le Den Candela,0,232573,False,0.875,0.711,0,-10.999,1,0.0518,0.489,0.000524,0.0687,0.906,103.398,4,salsa,Happy
95037,95037,3ZsIx1AB7NJqFet6IZzh4n,Eddie Santiago,Salsa x siempre,Tú Me Quemas,0,299480,False,0.736,0.843,5,-2.383,0,0.0427,0.486,0.0,0.048,0.907,171.183,4,salsa,Happy
95036,95036,5um0QVNISHcxzty0LG4o0l,Eddie Santiago,Ya huele a buñuelos,Que Locura Enamorarme De Ti,0,309813,False,0.761,0.736,1,-8.341,1,0.0445,0.713,0.0,0.0746,0.942,93.436,4,salsa,Happy
95035,95035,4eSmr2WvN2TndIkl1asflB,Eddie Santiago,Ritmo Bonito,Que Locura Enamorarme De Ti,0,309813,False,0.761,0.736,1,-8.341,1,0.0445,0.713,0.0,0.0746,0.942,93.436,4,salsa,Happy
95010,95010,2S79bB4RoEFaisdjp08RlF,Marc Anthony,Éxitos del Pop en Español de los Años 2000,Valió la Pena - Salsa Version,0,288786,False,0.51,0.725,9,-5.183,0,0.0549,0.327,6.69e-06,0.074,0.836,98.5,4,salsa,Happy
95008,95008,2tEExqPMQ1qW8CWLe0VAX5,Frankie Ruiz,Ya huele a buñuelos,Tú Con Él,0,302093,False,0.823,0.779,7,-5.943,1,0.0492,0.201,0.00019,0.175,0.96,95.484,4,salsa,Happy
95069,95069,4UC1T8tVQOz9USey3gS2FO,Andy Montañez,Ritmo Bonito,Me Gusta,0,363440,False,0.565,0.816,5,-6.814,0,0.0396,0.705,0.0002,0.0853,0.933,89.599,4,salsa,Happy
68235,68235,7z1uUb32IxZvJ97Fk86igf,Wisin & Yandel,Última Misión Reggaeton,Pam Pam,0,227280,False,0.874,0.69,10,-6.373,1,0.114,0.121,0.0,0.249,0.735,95.025,4,latino,Happy
78343,78343,11jKqbQriKRaZ72YicxJVW,Mountain Crew;Pazoo,Ernte 2k23,Expresso & Tschianti - Pazoo Remix,0,157608,False,0.714,0.821,9,-5.564,1,0.056,0.000222,0.000827,0.264,0.564,138.014,4,party,Energetic
78345,78345,1ktIuukiOHU42xss8PpAQv,Mountain Crew;Pazoo,Layla sitzt dicht im Flieger,Expresso & Tschianti - Pazoo Remix,0,157608,False,0.714,0.821,9,-5.564,1,0.056,0.000222,0.000827,0.264,0.564,138.014,4,party,Energetic
68232,68232,2jRLhJSvJQn0NqHshENHt1,Wisin & Yandel;Chris Brown;T-Pain,Del gusto de hermanos,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,latino,Happy
78347,78347,2ODQGMTDJFIf5kbL2FuXFx,Mountain Crew;Pazoo,Ballermann Hits Party 2023,Expresso & Tschianti - Pazoo Remix,0,157608,False,0.714,0.821,9,-5.564,1,0.056,0.000222,0.000827,0.264,0.564,138.014,4,party,Energetic
68231,68231,48VdMOHlnUZr3k0NDqza3r,Jhayco;Anuel AA,Halloween con perreito,Ley Seca,0,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,latino,Happy
68229,68229,7zubR9uYAWjb5KPZTMm85e,Jhayco;Anuel AA,El perreo es el futuro,Ley Seca,0,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,latino,Happy
68228,68228,7Co104EUwfOXsIm3qam2Dj,Jhayco,Best Hip Hop Tunes,Christian Dior,0,147133,True,0.835,0.718,7,-5.62,0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4,latino,Happy
68226,68226,1NzcfWIiD1SnRnqkzT2lfD,Jhayco,Perreo Tenebroso Vol. 1,Dime A Ve,0,213200,False,0.773,0.753,10,-4.173,1,0.06,0.122,4.8e-05,0.102,0.56,179.983,4,latino,Happy
68225,68225,7041VLZqpEKPkK73N7WNbE,Jhayco;Anuel AA,Verano en Junio,Ley Seca,0,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,latino,Happy
68221,68221,2Zlqc4m6Gv0tSsgDS87LJQ,Jhayco;Anuel AA,Feliz Cumpleaños con Perreo,Ley Seca,0,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,latino,Happy
